,S_mean_std,A_mean_std,count,L2_norm
0,0.0019267838213535826,0.8873352908536954,993,87.24817080683586
1,0.0012150165621477242,0.7151552936810317,1000,77.34366366503252
2,0.0013943131459322967,0.5886845771865115,1000,49.92922883127745
3,0.000841248734972152,0.3346715056599191,1000,124.25306051606938
4,0.001559829131953556,0.5763343273105963,1000,61.10690364090581
5,0.0013520006921508604,0.3023948344746029,1000,62.23103489886296
6,0.0013805944634593668,0.6595492002365647,1000,86.77060239092005
7,0.00107359669673648,0.23382852268395876,999,25.308510870423834
8,0.0020968608548141295,0.7025518003389776,997,52.0770970457961
9,0.0008789527228809889,0.27136294655761883,1000,36.9453905760458
10,0.0025721362485519213,0.5945472824355722,714,22.191773414353623
11,0.0011021499969766906,0.4368131402815857,998,53.73712343331679
12,0.0024036513924920212,1.2746526844585133,999,78.86274931725767
13,0.0013825081579850582,0.5304802104794867,1000,132.2725217119111
14,0.001973387754441616,1.0595246388358337,997,94.75162885414505
15,0.0014787274883433343,0.9552345964366061,1000,92.62789011408623
16,0.0012232839351977185,0.4462711072028444,1000,71.20845563187349
17,0.002682089417597738,0.6801682509184691,629,19.21337546059912
18,0.0017860973446800084,1.0584235468443006,999,109.39732739948032
19,0.001170047355721846,0.45017857452881727,1000,55.490788503969355
20,0.0019469555064840665,0.669585914404545,971,67.59713489041721
21,0.0028602501819192166,1.4039239117346038,1001,58.10489088470301
22,0.0011257576176847204,0.4277628819595631,1000,56.326064290034196
23,0.0012369323024085275,0.520800687839152,1000,81.25856806667994
24,0.001840594226295579,0.8695347306980016,988,97.05242881583713
25,0.0018594335821633392,0.5361630271268477,1000,41.237130926024726
26,0.0013257748633138864,0.637459731808615,1000,138.803950424794
27,0.0019809744154321153,1.4043201380374497,995,103.39732590494118
28,0.0027705722400701606,1.2993112912993676,879,60.698217198619105
29,0.002081557498940564,0.8844206162878328,998,68.45340130234058
30,0.0023545795325505122,1.7181472508680127,1000,118.0977558515932
31,0.0026753441870789717,1.193850366135082,987,63.76428370983366
32,0.0024219041006075326,0.49068764261936487,818,11.35601243198437
33,0.00255184384614476,0.6064738033690825,690,16.84587742160443
34,0.003139934294676452,1.1241929412029235,921,69.31017392768834
35,0.003154218167783346,1.4220411832967284,745,48.749570558026825
36,0.0032726312395352495,1.5180343812919936,892,35.664805195691194
37,0.002794645692045628,0.6196574145966242,624,21.366541648615293
38,0.003124748228361155,1.0394908033876082,562,39.930559088567406
39,0.0031231723034121036,0.9455819857568083,654,30.78046069310428
40,0.003132796908681392,1.6010546977638846,555,57.59536044223398
